Chirp,ID,Start,End,Night,Call,Syllables,Audio
BKB21_402,BKB,2521578,2526552,2,1,4,BKB_2.WAV
BKB21_403,BKB,2528774,2530680,2,1,2,BKB_2.WAV
BKB21_404,BKB,2532935,2538097,2,1,4,BKB_2.WAV
BKB21_405,BKB,2540421,2542226,2,1,2,BKB_2.WAV
BKB21_406,BKB,2544774,2550134,2,1,4,BKB_2.WAV
BKB21_407,BKB,2552526,2554511,2,1,2,BKB_2.WAV
BKB21_408,BKB,2556817,2561471,2,1,4,BKB_2.WAV
BKB21_409,BKB,2563867,2565800,2,1,2,BKB_2.WAV
BKB21_410,BKB,2567884,2572643,2,1,4,BKB_2.WAV
BKB21_411,BKB,2574961,2576697,2,1,2,BKB_2.WAV
BKB21_412,BKB,2578724,2584202,2,1,4,BKB_2.WAV
BKB21_413,BKB,2586540,2588428,2,1,2,BKB_2.WAV
BKB21_414,BKB,2590717,2595951,2,1,4,BKB_2.WAV
BKB21_415,BKB,2598396,2600392,2,1,2,BKB_2.WAV
BKB21_416,BKB,2602668,2607438,2,1,4,BKB_2.WAV
BKB21_417,BKB,2609841,2611730,2,1,2,BKB_2.WAV
BKB21_418,BKB,2613897,2619307,2,1,4,BKB_2.WAV
BKB21_419,BKB,2621823,2623687,2,1,2,BKB_2.WAV
BKB21_420,BKB,2626022,2630781,2,1,4,BKB_2.WAV
BKB21_421,BKB,2633327,2635321,2,1,2,BKB_2.WAV
BKB21_422,BKB,2637702,2643181,2,1,4,BKB_2.WAV
BKB21_423,BKB,2645555,2647368,2,1,2,BKB_2.WAV
BKB21_424,BKB,2649666,2655231,2,1,4,BKB_2.WAV
BKB21_425,BKB,2657585,2659482,2,1,2,BKB_2.WAV
BKB21_426,BKB,2661693,2667263,2,1,4,BKB_2.WAV
BKB21_427,BKB,2669616,2672493,2,1,3,BKB_2.WAV
BKB21_428,BKB,2674800,2679963,2,1,4,BKB_2.WAV
BKB21_429,BKB,2682471,2684340,2,1,2,BKB_2.WAV
BKB21_430,BKB,2686703,2693484,2,1,5,BKB_2.WAV
BKB21_431,BKB,2695910,2697789,2,1,2,BKB_2.WAV
BKB21_432,BKB,2700024,2704804,2,1,4,BKB_2.WAV
BKB21_433,BKB,2707876,2712739,2,1,4,BKB_2.WAV
BKB21_434,BKB,2714864,2716750,2,1,2,BKB_2.WAV
BKB21_435,BKB,2719096,2724189,2,1,4,BKB_2.WAV
BKB21_436,BKB,2726565,2728478,2,1,2,BKB_2.WAV
BKB21_437,BKB,2730848,2735706,2,1,4,BKB_2.WAV
BKB21_438,BKB,2737930,2739960,2,1,2,BKB_2.WAV
BKB21_439,BKB,2742286,2747206,2,1,4,BKB_2.WAV
BKB21_440,BKB,2749415,2751446,2,1,2,BKB_2.WAV
BKB21_441,BKB,2753894,2758946,2,1,4,BKB_2.WAV
BKB21_442,BKB,2761229,2763183,2,1,2,BKB_2.WAV
BKB21_443,BKB,2765609,2770775,2,1,4,BKB_2.WAV
BKB21_444,BKB,2773241,2775234,2,1,2,BKB_2.WAV
BKB21_445,BKB,2777513,2782730,2,1,4,BKB_2.WAV
BKB21_446,BKB,2784814,2786782,2,1,2,BKB_2.WAV
BKB21_447,BKB,2788976,2794161,2,1,4,BKB_2.WAV
BKB21_448,BKB,2796528,2798420,2,1,2,BKB_2.WAV
BKB21_449,BKB,2800702,2806151,2,1,4,BKB_2.WAV
BKB21_450,BKB,2808553,2810432,2,1,2,BKB_2.WAV
BKB21_451,BKB,2812703,2817607,2,1,4,BKB_2.WAV
BKB21_452,BKB,2819994,2821904,2,1,2,BKB_2.WAV
BKB21_453,BKB,2823956,2829346,2,1,4,BKB_2.WAV
BKB21_454,BKB,2831625,2833446,2,1,2,BKB_2.WAV
BKB21_455,BKB,2835707,2840971,2,1,4,BKB_2.WAV
BKB21_456,BKB,2843206,2845204,2,1,2,BKB_2.WAV
BKB21_457,BKB,2847335,2852747,2,1,4,BKB_2.WAV
BKB21_458,BKB,2854939,2856848,2,1,2,BKB_2.WAV
BKB21_459,BKB,2859111,2865698,2,1,5,BKB_2.WAV
BKB21_460,BKB,2867968,2869839,2,1,2,BKB_2.WAV
BKB21_461,BKB,2872059,2876812,2,1,4,BKB_2.WAV
BKB21_462,BKB,2879150,2882078,2,1,3,BKB_2.WAV
BKB21_463,BKB,2884385,2889345,2,1,4,BKB_2.WAV
BKB21_464,BKB,2891835,2893760,2,1,2,BKB_2.WAV
BKB21_465,BKB,2896020,2900847,2,1,4,BKB_2.WAV
BKB21_466,BKB,2903551,2905456,2,1,2,BKB_2.WAV
BKB21_467,BKB,2907808,2913264,2,1,4,BKB_2.WAV
BKB21_468,BKB,2915368,2917260,2,1,2,BKB_2.WAV
BKB21_469,BKB,2919448,2924805,2,1,4,BKB_2.WAV
BKB21_470,BKB,2927092,2928961,2,1,2,BKB_2.WAV
BKB21_471,BKB,2931147,2936454,2,1,4,BKB_2.WAV
BKB21_472,BKB,2938830,2940718,2,1,2,BKB_2.WAV
BKB21_473,BKB,2943015,2947905,2,1,4,BKB_2.WAV
BKB21_474,BKB,2950889,2955798,2,1,4,BKB_2.WAV
BKB21_475,BKB,2957990,2959844,2,1,2,BKB_2.WAV
BKB21_476,BKB,2962542,2967925,2,1,4,BKB_2.WAV
BKB21_477,BKB,2970158,2972044,2,1,2,BKB_2.WAV
BKB21_478,BKB,2974320,2979111,2,1,4,BKB_2.WAV
BKB21_479,BKB,2981489,2983468,2,1,2,BKB_2.WAV
BKB21_480,BKB,2985517,2990927,2,1,4,BKB_2.WAV
BKB21_481,BKB,2994375,2996211,2,1,2,BKB_2.WAV
BKB21_482,BKB,2998995,3005573,2,1,5,BKB_2.WAV
BKB21_483,BKB,3007943,3009874,2,1,2,BKB_2.WAV
BKB21_484,BKB,3012003,3016758,2,1,4,BKB_2.WAV
BKB21_485,BKB,3019499,3021457,2,1,2,BKB_2.WAV
BKB21_486,BKB,3023707,3028661,2,1,4,BKB_2.WAV
BKB21_487,BKB,3031732,3034952,2,1,3,BKB_2.WAV
BKB21_488,BKB,3037236,3042204,2,1,4,BKB_2.WAV
BKB21_489,BKB,3044512,3047616,2,1,3,BKB_2.WAV
BKB21_490,BKB,3049651,3054380,2,1,4,BKB_2.WAV
BKB21_491,BKB,3056841,3058761,2,1,2,BKB_2.WAV
BKB21_492,BKB,3061043,3066236,2,1,4,BKB_2.WAV
BKB21_493,BKB,3068597,3070554,2,1,2,BKB_2.WAV
BKB21_494,BKB,3072738,3077929,2,1,4,BKB_2.WAV
BKB21_495,BKB,3080813,3082781,2,1,2,BKB_2.WAV
BKB21_496,BKB,3085973,3092736,2,1,5,BKB_2.WAV
BKB21_497,BKB,3095168,3099958,2,1,4,BKB_2.WAV
BKB21_498,BKB,3102832,3109431,2,1,5,BKB_2.WAV
BKB21_499,BKB,3112114,3114904,2,1,3,BKB_2.WAV
BKB21_500,BKB,3116935,3123500,2,1,5,BKB_2.WAV
BKB21_501,BKB,3125838,3127729,2,1,2,BKB_2.WAV
BKB21_502,BKB,3130087,3136662,2,1,5,BKB_2.WAV
BKB21_503,BKB,3139415,3141148,2,1,2,BKB_2.WAV
BKB21_504,BKB,3143569,3150108,2,1,5,BKB_2.WAV
BKB21_505,BKB,3152529,3154434,2,1,2,BKB_2.WAV
BKB21_506,BKB,3156482,3161339,2,1,4,BKB_2.WAV
BKB21_507,BKB,3164218,3166055,2,1,2,BKB_2.WAV
BKB21_508,BKB,3168871,3175451,2,1,5,BKB_2.WAV
BKB21_509,BKB,3177660,3179543,2,1,2,BKB_2.WAV
BKB21_510,BKB,3198877,3200561,2,1,2,BKB_2.WAV
BKB21_511,BKB,3205205,3208799,2,1,3,BKB_2.WAV
BKB21_512,BKB,3213031,3218692,2,1,4,BKB_2.WAV
BKB21_513,BKB,3225110,3230126,2,1,4,BKB_2.WAV
BKB21_514,BKB,3234703,3239465,2,1,4,BKB_2.WAV
BKB21_515,BKB,3243689,3248762,2,1,4,BKB_2.WAV
BKB21_516,BKB,3252189,3257471,2,1,4,BKB_2.WAV
BKB21_517,BKB,3260769,3265671,2,1,4,BKB_2.WAV
BKB21_518,BKB,3269155,3273925,2,1,4,BKB_2.WAV
BKB21_519,BKB,3281491,3286331,2,1,4,BKB_2.WAV
BKB21_520,BKB,3291933,3298813,2,1,5,BKB_2.WAV
BKB21_521,BKB,3302723,3307517,2,1,4,BKB_2.WAV
BKB21_522,BKB,3310897,3312779,2,1,2,BKB_2.WAV
BKB21_523,BKB,3315264,3320672,2,1,4,BKB_2.WAV
BKB21_524,BKB,3323045,3324936,2,1,2,BKB_2.WAV
BKB21_525,BKB,3327777,3332637,2,1,4,BKB_2.WAV
BKB21_526,BKB,3335399,3337335,2,1,2,BKB_2.WAV
BKB21_527,BKB,3340119,3343139,2,1,3,BKB_2.WAV
BKB21_528,BKB,3346658,3347651,2,1,1,BKB_2.WAV
BKB21_529,BKB,3350479,3355596,2,1,4,BKB_2.WAV
BKB21_530,BKB,3358901,3364169,2,1,4,BKB_2.WAV
BKB21_531,BKB,3367450,3372395,2,1,4,BKB_2.WAV
BKB21_532,BKB,3374929,3376806,2,1,2,BKB_2.WAV
BKB21_533,BKB,3379411,3384462,2,1,4,BKB_2.WAV
BKB21_534,BKB,3386816,3391813,2,1,4,BKB_2.WAV
BKB21_535,BKB,3394379,3396313,2,1,2,BKB_2.WAV
BKB21_536,BKB,3398899,3403835,2,1,4,BKB_2.WAV
BKB21_537,BKB,3406163,3408076,2,1,2,BKB_2.WAV
BKB21_538,BKB,3410401,3415369,2,1,4,BKB_2.WAV
BKB21_539,BKB,3417676,3420898,2,1,3,BKB_2.WAV
BKB21_540,BKB,3423365,3428213,2,1,4,BKB_2.WAV
BKB21_541,BKB,3430416,3432405,2,1,2,BKB_2.WAV
BKB21_542,BKB,3434202,3439705,2,1,4,BKB_2.WAV
BKB21_543,BKB,3442439,3450406,2,1,5,BKB_2.WAV
BKB21_544,BKB,3452085,3461064,2,1,6,BKB_2.WAV
RBB11_0,RBB,15571,22850,1,1,5,RBB_n1_1.WAV
RBB11_1,RBB,28768,35950,1,1,5,RBB_n1_1.WAV
RBB11_2,RBB,40209,47776,1,1,5,RBB_n1_1.WAV
RBB11_3,RBB,55148,62479,1,1,5,RBB_n1_1.WAV
RBB11_4,RBB,66846,74081,1,1,5,RBB_n1_1.WAV
RBB11_5,RBB,77899,85265,1,1,5,RBB_n1_1.WAV
RBB11_6,RBB,92115,99393,1,1,5,RBB_n1_1.WAV
RBB11_7,RBB,103993,113269,1,1,6,RBB_n1_1.WAV
RBB11_8,RBB,117794,125053,1,1,5,RBB_n1_1.WAV
RBB11_9,RBB,129103,136454,1,1,5,RBB_n1_1.WAV
RBB11_10,RBB,140456,147718,1,1,5,RBB_n1_1.WAV
RBB11_11,RBB,151733,158995,1,1,5,RBB_n1_1.WAV
RBB11_12,RBB,163543,172772,1,1,6,RBB_n1_1.WAV
RBB11_13,RBB,176741,183988,1,1,5,RBB_n1_1.WAV
RBB11_14,RBB,188542,197748,1,1,6,RBB_n1_1.WAV
RBB11_15,RBB,202220,209451,1,1,5,RBB_n1_1.WAV
RBB11_16,RBB,215272,222589,1,1,5,RBB_n1_1.WAV
RBB11_17,RBB,229136,236530,1,1,5,RBB_n1_1.WAV
RBB11_18,RBB,241567,248887,1,1,5,RBB_n1_1.WAV
RBB11_19,RBB,253058,260307,1,1,5,RBB_n1_1.WAV
RBB11_20,RBB,264479,273753,1,1,6,RBB_n1_1.WAV
RBB11_21,RBB,278206,287442,1,1,6,RBB_n1_1.WAV
RBB11_22,RBB,291554,300786,1,1,6,RBB_n1_1.WAV
RBB11_23,RBB,306532,313823,1,1,5,RBB_n1_1.WAV
RBB11_24,RBB,317635,325026,1,1,5,RBB_n1_1.WAV
RBB11_25,RBB,330132,339349,1,1,6,RBB_n1_1.WAV
RBB11_26,RBB,343427,350410,1,1,5,RBB_n1_1.WAV
RBB11_27,RBB,354487,361831,1,1,5,RBB_n1_1.WAV
RBB11_28,RBB,367041,374355,1,1,5,RBB_n1_1.WAV
RBB11_29,RBB,378579,385957,1,1,5,RBB_n1_1.WAV
RBB11_30,RBB,390408,397734,1,1,5,RBB_n1_1.WAV
RBB11_31,RBB,402441,409653,1,1,5,RBB_n1_1.WAV
RBB11_32,RBB,413879,421118,1,1,5,RBB_n1_1.WAV
RBB11_33,RBB,425259,432543,1,1,5,RBB_n1_1.WAV
RBB11_34,RBB,436983,444231,1,1,5,RBB_n1_1.WAV
RBB11_35,RBB,448587,455836,1,1,5,RBB_n1_1.WAV
RBB11_36,RBB,460021,469213,1,1,6,RBB_n1_1.WAV
RBB11_37,RBB,472662,479969,1,1,5,RBB_n1_1.WAV
RBB11_38,RBB,484303,493222,1,1,6,RBB_n1_1.WAV
RBB11_39,RBB,496564,503797,1,1,5,RBB_n1_1.WAV
RBB11_40,RBB,507897,515244,1,1,5,RBB_n1_1.WAV
RBB11_41,RBB,519376,528468,1,1,6,RBB_n1_1.WAV
RBB11_42,RBB,532264,539472,1,1,5,RBB_n1_1.WAV
RBB11_43,RBB,543706,551010,1,1,5,RBB_n1_1.WAV
RBB11_44,RBB,555252,562565,1,1,5,RBB_n1_1.WAV
RBB11_45,RBB,568859,576241,1,1,5,RBB_n1_1.WAV
RBB11_46,RBB,580713,587978,1,1,5,RBB_n1_1.WAV
RBB11_47,RBB,592002,601377,1,1,6,RBB_n1_1.WAV
RBB11_48,RBB,605129,614358,1,1,6,RBB_n1_1.WAV
RBB11_49,RBB,618488,625697,1,1,5,RBB_n1_1.WAV
RBB11_50,RBB,630725,638081,1,1,5,RBB_n1_1.WAV
RBB11_51,RBB,642714,649906,1,1,5,RBB_n1_1.WAV
RBB11_52,RBB,654299,663598,1,1,6,RBB_n1_1.WAV
RBB11_53,RBB,667731,675036,1,1,5,RBB_n1_1.WAV
RBB11_54,RBB,679716,687020,1,1,5,RBB_n1_1.WAV
RBB11_55,RBB,693651,701040,1,1,5,RBB_n1_1.WAV
RBB11_56,RBB,709307,716643,1,1,5,RBB_n1_1.WAV
RBB11_57,RBB,721011,728228,1,1,5,RBB_n1_1.WAV
RBB11_58,RBB,732400,739720,1,1,5,RBB_n1_1.WAV
RBB11_59,RBB,744136,751487,1,1,5,RBB_n1_1.WAV
RBB11_60,RBB,756704,763891,1,1,5,RBB_n1_1.WAV
RBB11_61,RBB,768088,775442,1,1,5,RBB_n1_1.WAV
RBB11_62,RBB,779565,786949,1,1,5,RBB_n1_1.WAV
RBB11_63,RBB,792310,799497,1,1,5,RBB_n1_1.WAV
RBB11_64,RBB,805746,812876,1,1,5,RBB_n1_1.WAV
RBB11_65,RBB,818004,827394,1,1,6,RBB_n1_1.WAV
RBB11_66,RBB,833231,842329,1,1,6,RBB_n1_1.WAV
RBB11_67,RBB,846770,853977,1,1,5,RBB_n1_1.WAV
RBB11_68,RBB,859265,866711,1,1,5,RBB_n1_1.WAV
RBB11_69,RBB,871129,878434,1,1,5,RBB_n1_1.WAV
RBB11_70,RBB,883942,893148,1,1,6,RBB_n1_1.WAV
RBB11_71,RBB,898099,905411,1,1,5,RBB_n1_1.WAV
RBB11_72,RBB,909865,917117,1,1,5,RBB_n1_1.WAV
RBB11_73,RBB,923190,930524,1,1,5,RBB_n1_1.WAV
RBB11_74,RBB,935181,942401,1,1,5,RBB_n1_1.WAV
RBB11_75,RBB,946786,956195,1,1,6,RBB_n1_1.WAV
RBB11_76,RBB,960174,969376,1,1,6,RBB_n1_1.WAV
RBB11_77,RBB,973716,982906,1,1,6,RBB_n1_1.WAV
RBB11_78,RBB,986778,994087,1,1,5,RBB_n1_1.WAV
RBB11_79,RBB,999281,1008470,1,1,6,RBB_n1_1.WAV
RBB11_80,RBB,1013944,1021022,1,1,5,RBB_n1_1.WAV
RBB11_81,RBB,1026228,1033483,1,1,5,RBB_n1_1.WAV
RBB11_82,RBB,1037610,1044831,1,1,5,RBB_n1_1.WAV
RBB11_83,RBB,1049618,1056824,1,1,5,RBB_n1_1.WAV
RBB11_84,RBB,1060584,1067968,1,1,5,RBB_n1_1.WAV
RBB11_85,RBB,1073830,1082960,1,1,6,RBB_n1_1.WAV
RBB11_86,RBB,1087315,1094666,1,1,5,RBB_n1_1.WAV
RBB11_87,RBB,1098829,1106031,1,1,5,RBB_n1_1.WAV
RBB11_88,RBB,1111849,1121125,1,1,6,RBB_n1_1.WAV
RBB11_89,RBB,1125849,1133038,1,1,5,RBB_n1_1.WAV
RBB11_90,RBB,1137807,1145066,1,1,5,RBB_n1_1.WAV
RBB11_91,RBB,1149803,1157377,1,1,5,RBB_n1_1.WAV
RBB11_92,RBB,1163149,1172490,1,1,6,RBB_n1_1.WAV
RBB11_93,RBB,1176639,1186009,1,1,6,RBB_n1_1.WAV
RBB11_94,RBB,1191965,1199149,1,1,5,RBB_n1_1.WAV
RBB11_95,RBB,1203674,1210968,1,1,5,RBB_n1_1.WAV
RBB11_96,RBB,1214987,1222275,1,1,5,RBB_n1_1.WAV
RBB11_97,RBB,1227441,1236710,1,1,6,RBB_n1_1.WAV
RBB11_98,RBB,1240894,1250103,1,1,6,RBB_n1_1.WAV
RBB11_99,RBB,1254154,1263367,1,1,6,RBB_n1_1.WAV
RBB11_100,RBB,1267370,1274663,1,1,5,RBB_n1_1.WAV
RBB11_101,RBB,1278567,1285864,1,1,5,RBB_n1_1.WAV
RBB11_102,RBB,1290152,1299318,1,1,6,RBB_n1_1.WAV
RBB11_103,RBB,1305103,1314445,1,1,6,RBB_n1_1.WAV
RBB11_104,RBB,1318515,1325747,1,1,5,RBB_n1_1.WAV
RBB11_105,RBB,1332371,1339695,1,1,5,RBB_n1_1.WAV
RBB11_106,RBB,1347489,1354813,1,1,5,RBB_n1_1.WAV
RBB11_107,RBB,1359976,1369336,1,1,6,RBB_n1_1.WAV
RBB11_108,RBB,1375936,1383154,1,1,5,RBB_n1_1.WAV
RBB11_109,RBB,1387909,1397131,1,1,6,RBB_n1_1.WAV
RBB11_110,RBB,1401595,1410917,1,1,6,RBB_n1_1.WAV
RBB11_111,RBB,1414878,1422111,1,1,5,RBB_n1_1.WAV
RBB11_112,RBB,1426384,1435752,1,1,6,RBB_n1_1.WAV
RBB11_113,RBB,1440666,1449806,1,1,6,RBB_n1_1.WAV
RBB11_114,RBB,1454042,1463406,1,1,6,RBB_n1_1.WAV
RBB11_115,RBB,1467365,1474650,1,1,5,RBB_n1_1.WAV
RBB11_116,RBB,1478913,1488219,1,1,6,RBB_n1_1.WAV
RBB11_117,RBB,1492258,1501411,1,1,6,RBB_n1_1.WAV
RBB11_118,RBB,1505359,1512644,1,1,5,RBB_n1_1.WAV
RBB11_119,RBB,1516387,1523608,1,1,5,RBB_n1_1.WAV
RBB11_120,RBB,1527965,1535228,1,1,5,RBB_n1_1.WAV
RBB11_121,RBB,1539418,1546722,1,1,5,RBB_n1_1.WAV
RBB11_122,RBB,1550957,1558160,1,1,5,RBB_n1_1.WAV
RBB11_123,RBB,1562267,1569607,1,1,5,RBB_n1_1.WAV
RBB11_124,RBB,1574630,1581933,1,1,5,RBB_n1_1.WAV
RBB11_125,RBB,1585991,1593314,1,1,5,RBB_n1_1.WAV
RBB11_126,RBB,1599221,1606443,1,1,5,RBB_n1_1.WAV
RBB11_127,RBB,1613152,1622430,1,1,6,RBB_n1_1.WAV
RBB11_128,RBB,1626400,1633638,1,1,5,RBB_n1_1.WAV
RBB11_129,RBB,1638814,1646055,1,1,5,RBB_n1_1.WAV
RBB11_130,RBB,1650835,1660064,1,1,6,RBB_n1_1.WAV
RBB11_131,RBB,1665731,1674859,1,1,6,RBB_n1_1.WAV
RBB11_132,RBB,1680174,1687469,1,1,5,RBB_n1_1.WAV
RBB11_133,RBB,1691861,1699231,1,1,5,RBB_n1_1.WAV
RBB11_134,RBB,1704466,1711679,1,1,5,RBB_n1_1.WAV
RBB11_135,RBB,1717531,1724796,1,1,5,RBB_n1_1.WAV
RBB11_136,RBB,1730644,1739971,1,1,6,RBB_n1_1.WAV
RBB11_137,RBB,1745002,1754389,1,1,6,RBB_n1_1.WAV
RBB11_138,RBB,1758761,1766208,1,1,5,RBB_n1_1.WAV
RBB11_139,RBB,1770348,1777566,1,1,5,RBB_n1_1.WAV
RBB11_140,RBB,1781894,1789138,1,1,5,RBB_n1_1.WAV
RBB11_141,RBB,1794659,1801857,1,1,5,RBB_n1_1.WAV
RBB11_142,RBB,1806175,1815513,1,1,6,RBB_n1_1.WAV
RBB11_143,RBB,1819978,1828965,1,1,6,RBB_n1_1.WAV
RBB11_144,RBB,1832233,1841378,1,1,6,RBB_n1_1.WAV
RBB11_145,RBB,1844793,1852106,1,1,5,RBB_n1_1.WAV
RBB11_146,RBB,1855956,1863259,1,1,5,RBB_n1_1.WAV
RBB11_147,RBB,1867536,1876560,1,1,6,RBB_n1_1.WAV
RBB11_148,RBB,1881488,1890741,1,1,6,RBB_n1_1.WAV
RBB11_149,RBB,1894870,1904152,1,1,6,RBB_n1_1.WAV
RBB11_150,RBB,1908250,1917393,1,1,6,RBB_n1_1.WAV
RBB11_151,RBB,1920716,1928017,1,1,5,RBB_n1_1.WAV
RBB11_152,RBB,1935673,1942935,1,1,5,RBB_n1_1.WAV
RBB11_153,RBB,1947245,1954530,1,1,5,RBB_n1_1.WAV
RBB11_154,RBB,1959028,1966285,1,1,5,RBB_n1_1.WAV
RBB11_155,RBB,2015312,2022490,1,1,5,RBB_n1_1.WAV
RBB11_156,RBB,2031446,2036523,1,1,4,RBB_n1_1.WAV
RBB11_157,RBB,2043408,2050715,1,1,5,RBB_n1_1.WAV
RBB11_158,RBB,2057213,2064467,1,1,5,RBB_n1_1.WAV
RBB11_159,RBB,2070985,2078236,1,1,5,RBB_n1_1.WAV
RBB11_160,RBB,2083755,2091147,1,1,5,RBB_n1_1.WAV
RBB11_161,RBB,2095934,2103333,1,1,5,RBB_n1_1.WAV
RBB11_162,RBB,2108534,2115968,1,1,5,RBB_n1_1.WAV
RBB11_163,RBB,2125303,2132519,1,1,5,RBB_n1_1.WAV
RBB11_164,RBB,2139279,2146563,1,1,5,RBB_n1_1.WAV
RBB11_165,RBB,2151985,2159349,1,1,5,RBB_n1_1.WAV
RBB11_166,RBB,2164565,2173877,1,1,6,RBB_n1_1.WAV
RBB11_167,RBB,2178396,2185642,1,1,5,RBB_n1_1.WAV
RBB11_168,RBB,2190492,2197784,1,1,5,RBB_n1_1.WAV
RBB11_169,RBB,2203565,2210719,1,1,5,RBB_n1_1.WAV
RBB11_170,RBB,2215300,2222617,1,1,5,RBB_n1_1.WAV
RBB11_171,RBB,2226885,2234067,1,1,5,RBB_n1_1.WAV
RBB11_172,RBB,2240098,2247313,1,1,5,RBB_n1_1.WAV
RBB11_173,RBB,2251929,2259251,1,1,5,RBB_n1_1.WAV
RBB11_174,RBB,2263429,2270672,1,1,5,RBB_n1_1.WAV
RBB11_175,RBB,2275256,2282605,1,1,5,RBB_n1_1.WAV
RBB11_176,RBB,2286718,2293985,1,1,5,RBB_n1_1.WAV
RBB11_177,RBB,2300200,2307513,1,1,5,RBB_n1_1.WAV
RBB11_178,RBB,2315663,2322833,1,1,5,RBB_n1_1.WAV
RBB11_179,RBB,2331308,2338693,1,1,5,RBB_n1_1.WAV
RBB11_180,RBB,2344393,2353841,1,1,6,RBB_n1_1.WAV
RBB11_181,RBB,2359381,2368756,1,1,6,RBB_n1_1.WAV
RBB11_182,RBB,2375661,2383036,1,1,5,RBB_n1_1.WAV
RBB11_183,RBB,2388939,2396114,1,1,5,RBB_n1_1.WAV
RBB11_184,RBB,2400982,2408380,1,1,5,RBB_n1_1.WAV
RBB11_185,RBB,2413767,2421099,1,1,5,RBB_n1_1.WAV
RBB11_186,RBB,2425955,2433123,1,1,5,RBB_n1_1.WAV
RBB11_187,RBB,2438691,2445997,1,1,5,RBB_n1_1.WAV
RBB11_188,RBB,2452003,2461327,1,1,6,RBB_n1_1.WAV
RBB11_189,RBB,2465692,2474963,1,1,6,RBB_n1_1.WAV
RBB11_190,RBB,2479007,2486142,1,1,5,RBB_n1_1.WAV
RBB11_191,RBB,2491082,2498349,1,1,5,RBB_n1_1.WAV
RBB11_192,RBB,2502493,2509735,1,1,5,RBB_n1_1.WAV
RBB11_193,RBB,2515077,2522185,1,1,5,RBB_n1_1.WAV
RBB11_194,RBB,2527645,2534954,1,1,5,RBB_n1_1.WAV
RBB11_195,RBB,2539427,2546725,1,1,5,RBB_n1_1.WAV
RBB11_196,RBB,2555376,2562847,1,1,5,RBB_n1_1.WAV
RBB11_197,RBB,2570685,2578144,1,1,5,RBB_n1_1.WAV
RBB11_198,RBB,2582975,2590222,1,1,5,RBB_n1_1.WAV
RBB11_199,RBB,2596310,2603467,1,1,5,RBB_n1_1.WAV
RBB11_200,RBB,2608986,2616373,1,1,5,RBB_n1_1.WAV
RBB11_201,RBB,2621555,2628768,1,1,5,RBB_n1_1.WAV
RBB11_202,RBB,2633372,2640482,1,1,5,RBB_n1_1.WAV
RBB11_203,RBB,2645971,2653282,1,1,5,RBB_n1_1.WAV
RBB11_204,RBB,2657286,2664609,1,1,5,RBB_n1_1.WAV
RBB11_205,RBB,2668731,2675952,1,1,5,RBB_n1_1.WAV
RBB11_206,RBB,2681386,2688588,1,1,5,RBB_n1_1.WAV
RBB11_207,RBB,2694823,2703771,1,1,6,RBB_n1_1.WAV
RBB11_208,RBB,2707806,2716951,1,1,6,RBB_n1_1.WAV
RBB11_209,RBB,2720479,2727721,1,1,5,RBB_n1_1.WAV
RBB11_210,RBB,2732070,2739381,1,1,5,RBB_n1_1.WAV
RBB11_211,RBB,2744373,2751682,1,1,5,RBB_n1_1.WAV
RBB11_212,RBB,2756591,2763931,1,1,5,RBB_n1_1.WAV
RBB11_213,RBB,2771031,2778377,1,1,5,RBB_n1_1.WAV
RBB11_214,RBB,2782998,2792371,1,1,6,RBB_n1_1.WAV
RBB11_215,RBB,2796519,2803663,1,1,5,RBB_n1_1.WAV
RBB11_216,RBB,2807968,2817303,1,1,6,RBB_n1_1.WAV
RBB11_217,RBB,2821759,2830915,1,1,6,RBB_n1_1.WAV
RBB11_218,RBB,2834255,2841562,1,1,5,RBB_n1_1.WAV
RBB11_219,RBB,2846355,2853638,1,1,5,RBB_n1_1.WAV
RBB11_220,RBB,2858168,2865373,1,1,5,RBB_n1_1.WAV
RBB11_221,RBB,2869942,2877188,1,1,5,RBB_n1_1.WAV
RBB11_222,RBB,2881273,2888626,1,1,5,RBB_n1_1.WAV
RBB11_223,RBB,2892843,2900107,1,1,5,RBB_n1_1.WAV
RBB11_224,RBB,2904354,2913497,1,1,6,RBB_n1_1.WAV
RBB11_225,RBB,2919128,2928149,1,1,6,RBB_n1_1.WAV
RBB11_226,RBB,2931789,2938988,1,1,5,RBB_n1_1.WAV
RBB11_227,RBB,2943169,2950369,1,1,5,RBB_n1_1.WAV
RBB11_228,RBB,2955628,2962825,1,1,5,RBB_n1_1.WAV
RBB11_229,RBB,2966847,2974180,1,1,5,RBB_n1_1.WAV
RBB11_230,RBB,2986777,2994129,1,1,5,RBB_n1_1.WAV
RBB11_231,RBB,3006064,3009313,1,1,3,RBB_n1_1.WAV
RBB11_232,RBB,3017107,3024350,1,1,5,RBB_n1_1.WAV
RBB11_233,RBB,3030234,3037469,1,1,5,RBB_n1_1.WAV
RBB11_234,RBB,3041781,3049155,1,1,5,RBB_n1_1.WAV
RBB11_235,RBB,3053951,3061303,1,1,5,RBB_n1_1.WAV
RBB11_236,RBB,3065743,3072907,1,1,5,RBB_n1_1.WAV
RBB11_237,RBB,3076791,3084175,1,1,5,RBB_n1_1.WAV
RBB11_238,RBB,3088997,3096339,1,1,5,RBB_n1_1.WAV
RBB11_239,RBB,3101262,3108529,1,1,5,RBB_n1_1.WAV
